Freq(Hz)           Exp.Intens.   Theor.Intens.        Diff.
1967.751597         3120215         3681534         -561319
1967.728727         2598420         2342923          255497
1967.705857         1824434         1749748           74686
1967.682987         1468350         1480353          -12003
1967.660117          593555         1391207         -797652
1967.637247          929925         1442189         -512264
1967.614377          465379         1655114        -1189735
1967.591507          942700         2135491        -1192791
1967.568637         2022471         3194572        -1172101
1967.545767         4401029         5719513        -1318484
1967.522897         8588919        10297200        -1708281
1967.500027        14019045        13647526          371519
1967.477157        16156936        13836274         2320662
1967.454286        13316822        10503447         2813375
1967.431416         6981450         5853204         1128246
1967.408546         2920931         3153201         -232270
1967.385676         1552871         1986804         -433933
1967.362806         1756172         1413662          342510
1967.339936          766272         1093214         -326942
1967.317066          280442          896664         -616222
1967.294196          -40893          767996         -808889
1967.271326          226183          679816         -453633
1967.248456          297765          617449         -319684
1967.225586          144861          572469         -427608
1967.202716          -31786          539762         -571548
1967.179846          707606          516091          191515
1967.156976          793072          499341          293731
1967.134106          484840          488100           -3260
1967.111236          940336          481419          458917
1967.088366         1222792          478662          744130
1967.065495          424614          479421          -54807
1967.042625          382191          483463         -101272
1967.019755         1341799          490695          851104
1966.996885          990626          501149          489477
1966.974015          541194          514977           26217
1966.951145          174229          532461         -358232
1966.928275          129454          554029         -424575
1966.905405          386475          580292         -193817
1966.882535          379809          612092         -232283
1966.859665          499587          650594         -151007
1966.836795          372946          697411         -324465
1966.813925         1213482          754820          458662
1966.791055         1461071          826105          634966
1966.768185         1531754          916148          615606
1966.745315         2566609         1032489         1534120
1966.722445         2095244         1187329          907915
1966.699574         1151845         1401570         -249725
1966.676704         2152063         1713685          438378
1966.653834         2842445         2201128          641317
1966.630964         3240352         3038543          201809
1966.608094         4295910         4678485         -382575
1966.585224         9668698         8456861         1211837
1966.562354        18711527        17348215         1363312
1966.539484        19693772        21244582        -1550810
1966.516614        11692062        11761814          -69752
1966.493744         6173095         7234358        -1061263
1966.470874         5650506         6119312         -468806
1966.448004         6669677         6834989         -165312
1966.425134         8422183         9743942        -1321759
1966.402264        14752196        17456255        -2704059
1966.379394        26925083        29724367        -2799284
1966.356524        38469254        30155627         8313627
1966.333653        36464696        32334202         4130494
1966.310783        27557485        24946651         2610834
1966.287913        28443650        26906665         1536985
1966.265043        23614827        25401334        -1786507
1966.242173        12902585        15542732        -2640147
1966.219303         8824872        12809991        -3985119
1966.196433        12629716        16468159        -3838443
1966.173563        23881462        26820136        -2938674
1966.150693        27706563        26189277         1517286
1966.127823        26811963        25686821         1125142
1966.104953        34103116        32385389         1717727
1966.082083        39390769        29426207         9964562
1966.059213        29714937        28538825         1176112
1966.036343        12881448        16296186        -3414738
1966.013473         5322118         9303607        -3981489
1965.990603         4852597         6711073        -1858476
1965.967732         5429039         6191177         -762138
1965.944862         5031396         7572074        -2540678
1965.921992         9968280        12695676        -2727396
1965.899122        21107283        21930633         -823350
1965.876252        20986415        15997849         4988566
1965.853382         8729940         7859942          869998
1965.830512         2802580         4498560        -1695980
1965.807642         2663617         3016662         -353045
1965.784772         2660778         2251509          409269
1965.761902         1392022         1805150         -413128
1965.739032          758971         1521381         -762410
1965.716162          136399         1330017        -1193618
1965.693292          733997         1195956         -461959
1965.670422          367146         1100203         -733057
1965.647552         -357731         1031988        -1389719
1965.624682          100658          985286         -884628
1965.601811          406627          957444         -550817
1965.578941          351901          949362         -597461
1965.556071          346298          968247         -621949
1965.533201           33162         1038029        -1004867
1965.510331          413232         1232729         -819497
1965.487461          834739         1610063         -775324
1965.464591          688401         1479975         -791574
1965.441721          204774         1189394         -984620
1965.418851          122442         1101400         -978958
1965.395981          416422         1113766         -697344
1965.373111         -130440         1197780        -1328220
1965.350241          330000         1391360        -1061360
1965.327371         1632646         1827922         -195276
1965.304501         1699665         2356476         -656811
1965.281631         1139056         2471312        -1332256
1965.258761         1407584         2266797         -859213
1965.235890         1915974         2302112         -386138
1965.213020         1767264         2480425         -713161
1965.190150         2073868         2266844         -192976
1965.167280         2537086         2323643          213443
1965.144410         2457093         2670377         -213284
1965.121540         3057418         3381232         -323814
1965.098670         2177262         4198091        -2020829
1965.075800         4203525         4946398         -742873
1965.052930         5596088         6693709        -1097621
1965.030060         6101121         9521947        -3420826
1965.007190        10503886        15501500        -4997614
1964.984320        26125071        29948639        -3823568
1964.961450        44432771        44826695         -393924
1964.938580        37388460        28844872         8543588
1964.915710        18190969        16491472         1699497
1964.892840        10947311        12816821        -1869510
1964.869969        12333246        13408649        -1075403
1964.847099        17514834        17831139         -316305
1964.824229        32561546        28700959         3860587
1964.801359        53973741        54339569         -365828
1964.778489        66340403        76324878        -9984475
1964.755619        69272009        71516875        -2244866
1964.732749        56520227        54354210         2166017
1964.709879        55505489        58190380        -2684891
1964.687009        53270207        46870858         6399349
1964.664139        30968463        28963733         2004730
1964.641269        20891564        24727041        -3835477
1964.618399        35429066        32079386         3349680
1964.595529        56482250        52735722         3746528
1964.572659        54443965        56567779        -2123814
1964.549789        56621111        56617296            3815
1964.526919        66435163        73718349        -7283186
1964.504048        66534997        71225360        -4690363
1964.481178        49908740        47157650         2751090
1964.458308        23596740        24979341        -1382601
1964.435438        12259295        15814977        -3555682
1964.412568        11141638        12612103        -1470465
1964.389698        11779835        12966185        -1186350
1964.366828        19487274        18112764         1374510
1964.343958        38017992        33063603         4954389
1964.321088        41568179        43098090        -1529911
1964.298218        21602304        24656174        -3053870
1964.275348         7304770        12433886        -5129116
1964.252478         4367697         7407680        -3039983
1964.229608         4878381         5050372         -171991
1964.206738         3546577         3763779         -217202
1964.183868         1400192         2977291        -1577099
1964.160998         1465791         2455514         -989723
1964.138127         1453707         2088034         -634327
1964.115257         1072143         1817485         -745342
1964.092387         1542486         1611551          -69065
1964.069517          842045         1450816         -608771
1964.046647          247316         1322989        -1075673
1964.023777         1047689         1219961         -172272
1964.000907         1043447         1136199          -92752
1963.978037         -120339         1067827        -1188166
1963.955167         -122466         1012085        -1134551
1963.932297          529923          966984         -437061
1963.909427          838647          931100          -92453
1963.886557          117393          903435         -786042
1963.863687           72885          883331         -810446
1963.840817          145102          870426         -725324
1963.817947          168344          864626         -696282
1963.795077         -206420          866116        -1072536
1963.772206         -516941          875392        -1392333
1963.749336          191842          893329         -701487
1963.726466          -17954          921302         -939256
1963.703596         -194026          961387        -1155413
1963.680726          333839         1016710         -682871
1963.657856          656868         1092033         -435165
1963.634986          681487         1194824         -513337
1963.612116          314233         1337296        -1023063
1963.589246          247275         1540540        -1293265
1963.566376          590688         1843646        -1252958
1963.543506          457422         2325902        -1868480
1963.520636          732187         3167672        -2435485
1963.497766         1946343         4841131        -2894788
1963.474896         4501846         8746305        -4244459
1963.452026        12896292        17727663        -4831371
1963.429156        22685741        20193027         2492714
1963.406285        17677275        11059097         6618178
1963.383415         8099470         7005046         1094424
1963.360545         3683632         6060269        -2376637
1963.337675         4592435         6801448        -2209013
1963.314805        10488239         9526083          962156
1963.291935        21722519        16589535         5132984
1963.269065        28420699        32418736        -3998037
1963.246195        31422406        41239739        -9817333
1963.223325        30852411        30364591          487820
1963.200455        25470370        27574478        -2104108
1963.177585        27967035        26695541         1271494
1963.154715        21856049        15994956         5861093
1963.131845        12345750        11705374          640376
1963.108975        15583975        12660497         2923478
1963.086105        27742380        19720046         8022334
1963.063235        27294360        29206177        -1911817
1963.040365        26488796        26630331         -141535
1963.017494        31495479        34492781        -2997302
1962.994624        30375487        39532928        -9157441
1962.971754        25866069        25950050          -83981
1962.948884        15219033        13337077         1881956
1962.926014         7538517         8203050         -664533
1962.903144         5003056         6287613        -1284557
1962.880274         6104871         6099949            4922
1962.857404        11426873         7889895         3536978
1962.834534        20159639        13884316         6275323
1962.811664        19305764        21713990        -2408226
1962.788794         8913255        13542899        -4629644
1962.765924         2998106         6689223        -3691117
1962.743054         2520285         3897256        -1376971
1962.720184         2081534         2619623         -538089
1962.697314         1559669         1935079         -375410
1962.674444         1080351         1521470         -441119
1962.651573         1375652         1248713          126939
1962.628703         1211375         1056860          154515
1962.605833          338077          915195         -577118
1962.582963          877121          806597           70524
1962.560093         1241464          720858          520606
1962.537223          645695          651549           -5854
1962.514353          164857          594430         -429573
1962.491483          519523          546601          -27078
1962.468613          518636          506011           12625
1962.445743          208565          471171         -262606
1962.422873          -25816          440973         -466789
1962.400003          549789          414579          135210
1962.377133          829392          391338          438054
1962.354263          -77520          370744         -448264
1962.331393          376557          352391           24166
1962.308523           50595          335953         -285358
1962.285652          464558          321166          143392
1962.262782         -536312          307811         -844123
1962.239912         -109900          295708         -405608
1962.217042          380761          284707           96054
1962.194172         -374355          274680         -649035
1962.171302         -177037          265519         -442556
1962.148432          295907          257133           38774
1962.125562          206620          249443          -42823
1962.102692         -223417          242382         -465799
1962.079822         -188823          235892         -424715
1962.056952         -373730          229921         -603651
1962.034082          -10330          224426         -234756
1962.011212           94746          219368         -124622
1961.988342           29059          214714         -185655
1961.965472            8545          210435         -201890
1961.942602         -193110          206505         -399615
1961.919731          284530          202901           81629
1961.896861          151629          199604          -47975
1961.873991         -263596          196598         -460194
1961.851121          -73066          193866         -266932
1961.828251          -95424          191398         -286822
1961.805381         -459456          189181         -648637
1961.782511         -885146          187207        -1072353
1961.759641          793623          185468          608155
1961.736771          403871          183960          219911
1961.713901           21974          182676         -160702
1961.691031         -277789          181616         -459405
1961.668161          253277          180776           72501
1961.645291         -529914          180157         -710071
1961.622421          -58216          179761         -237977
1961.599551          490883          179590          311293
1961.576681          451110          179650          271460
1961.553810          359956          179946          180010
1961.530940          421243          180486          240757
1961.508070          169918          181281          -11363
1961.485200           70198          182343         -112145
1961.462330           78411          183687         -105276
1961.439460          570066          185331          384735
1961.416590          248463          187296           61167
1961.393720          322981          189607          133374
1961.370850          614327          192294          422033
1961.347980          527933          195390          332543
1961.325110          457413          198936          258477
1961.302240          243942          202983           40959
1961.279370         1290845          207585         1083260
1961.256500          693400          212813          480587
1961.233630         -261732          218748         -480480
1961.210760          244511          225490           19021
1961.187889          851861          233159          618702
1961.165019         1216418          241903          974515
1961.142149          280315          251907           28408
1961.119279          788209          263399          524810
1961.096409         1135439          276672          858767
1961.073539          670779          292101          378678
1961.050669          772149          310177          461972
1961.027799         -225131          331553         -556684
1961.004929          429842          357120           72722
1960.982059         1555754          388118         1167636
1960.959189          863730          426329          437401
1960.936319         -376375          474397         -850772
1960.913449          164306          536410         -372104
1960.890579         1449312          619000          830312
1960.867709         1208334          733570          474764
1960.844839         1046762          901216          145546
1960.821968         1510256         1164668          345588
1960.799098         2884270         1621006         1263264
1960.776228         7340751         2523969         4816782
1960.753358        11717766         4625424         7092342
1960.730488         8802454         9479719         -677265
1960.707618         3767343        10947508        -7180165
1960.684748         1891443         5977803        -4086360
1960.661878         1635586         3770886        -2135300
1960.639008         2320533         3333328        -1012795
1960.616138         2745123         4014670        -1269547
1960.593268         2759809         6433805        -3673996
1960.570398         5515313        11885876        -6370563
1960.547528        13905602        12157715         1747887
1960.524658        24747883         9113989        15633894
1960.501788        21888547        11522246        10366301
1960.478918        15688069        14886341          801728
1960.456047        14907247        11631061         3276186
1960.433177         9176687        13335056        -4158369
1960.410307         4114165        13747551        -9633386
1960.387437         2676214         8904624        -6228410
1960.364567         2865413         8260120        -5394707
1960.341697         4297507        12210176        -7912669
1960.318827         9358172        14427083        -5068911
1960.295957        14625864        11459723         3166141
1960.273087        15628080        14086203         1541877
1960.250217        20985940        13054205         7931735
1960.227347        25530228         9229400        16300828
1960.204477        15930551        10916405         5014146
1960.181607         4539091        13175543        -8636452
1960.158737         2235919         7691010        -5455091
1960.135867         2197777         4470740        -2272963
1960.112997         2318372         3420688        -1102316
1960.090126         2256065         3533983        -1277918
1960.067256         2266735         5094049        -2827314
1960.044386         3936360         9504845        -5568485
1960.021516         9005099        11042825        -2037726
1959.998646        12948414         5701308         7247106
1959.975776         7466037         2962952         4503085
1959.952906         2352544         1830849          521695
1959.930036          683348         1284365         -601017
1959.907166         1524557          979818          544739
1959.884296         1373393          791124          582269
1959.861426          992357          664839          327518
1959.838556         1304295          575360          728935
1959.815686          790507          509173          281334
1959.792816          640977          458570          182407
1959.769946         1037611          418876          618735
1959.747076          369057          387104          -18047
1959.724205         -182086          361267         -543353
1959.701335          227254          339994         -112740
1959.678465          929435          322310          607125
1959.655595          891062          307506          583556
1959.632725          460528          295053          165475
1959.609855          594225          284551          309674
1959.586985          932272          275692          656580
1959.564115          749266          268235          481031
1959.541245          127992          261990         -133998
1959.518375         -598556          256808         -855364
1959.495505           54449          252566         -198117
1959.472635           47599          249169         -201570
1959.449765           94255          246539         -152284
1959.426895         -132256          244614         -376870
1959.404025          253722          243343           10379
1959.381155          417063          242689          174374
1959.358284         -185171          242622         -427793
1959.335414          416715          243121          173594
1959.312544          183946          244173          -60227
1959.289674         -393568          245770         -639338
1959.266804         -756631          247912        -1004543
1959.243934           31485          250605         -219120
1959.221064           23469          253860         -230391
1959.198194           20961          257696         -236735
1959.175324         -332390          262138         -594528
1959.152454          161731          267219         -105488
1959.129584          786645          272982          513663
1959.106714           82354          279476         -197122
1959.083844          -32793          286764         -319557
1959.060974          -11305          294922         -306227
1959.038104         -260153          304041         -564194
1959.015234          -49067          314233         -363300
1958.992363          390414          325635           64779
1958.969493           99496          338412         -238916
1958.946623          183600          352771         -169171
1958.923753          439084          368972           70112
1958.900883          706348          387342          319006
1958.878013           81557          408303         -326746
1958.855143          883925          432407          451518
1958.832273          611950          460391          151559
1958.809403           50937          493264         -442327
1958.786533          443146          532443          -89297
1958.763663         1036535          579988          456547
1958.740793          477198          639008         -161810
1958.717923         -212238          714415         -926653
1958.695053          853981          814420           39561
1958.672183         1663348          953706          709642
1958.649313          451358         1160856         -709498
1958.626443         1048410         1497741         -449331
1958.603572         2600421         2117224          483197
1958.580702         5794675         3455607         2339068
1958.557832        10089071         6725452         3363619
1958.534962         8161280        10729065        -2567785
1958.512092         4022462         7044062        -3021600
1958.489222         1598574         4149830        -2551256
1958.466352         1852211         3310670        -1458459
1958.443482         2798511         3473790         -675279
1958.420612         2810405         4618495        -1808090
1958.397742         4331472         7760518        -3429046
1958.374872        10070571        13039920        -2969349
1958.352002        19663083        12105153         7557930
1958.329132        20244662        13248938         6995724
1958.306262        13643503        14186783         -543280
1958.283392        12929858        11671069         1258789
1958.260522        11710081        14117198        -2407117
1958.237651         6786334        11938456        -5152122
1958.214781         5424443         8630724        -3206281
1958.191911         8926308         9218688         -292380
1958.169041        16986827        14139712         2847115
1958.146171        21385603        20671614          713989
1958.123301        17293237        22712254        -5419017
1958.100431        15570376        21733978        -6163602
1958.077561        21813047        19270627         2542420
1958.054691        23205608        18922247         4283361
1958.031821        17406357        24560539        -7154182
1958.008951        13099646        20289181        -7189535
1957.986081        12079910        18943134        -6863224
1957.963211        18224120        19716644        -1492524
1957.940341        33055197        18375574        14679623
1957.917471        33745379        22845447        10899932
1957.894601        26681541        28674152        -1992611
1957.871730        32191637        33187207         -995570
1957.848860        32708596        35573702        -2865106
1957.825990        29762467        39535899        -9773432
1957.803120        27029900        33990673        -6960773
1957.780250        21656337        29357466        -7701129
1957.757380        24923647        32125787        -7202140
1957.734510        28989345        32695631        -3706286
1957.711640        31673489        29022446         2651043
1957.688770        31420330        29249007         2171323
1957.665900        40965041        35606627         5358414
1957.643030        53554525        39646823        13907702
1957.620160        45650482        36719573         8930909
1957.597290        35403438        43055702        -7652264
1957.574420        29096359        39594093       -10497734
1957.551550        32860213        33530095         -669882
1957.528680        29359000        28679403          679597
1957.505809        18939705        21324537        -2384832
1957.482939        17969164        22558885        -4589721
1957.460069        21462668        26466751        -5004083
1957.437199        28716813        33966096        -5249283
1957.414329        33876676        28659992         5216684
1957.391459        30256226        25042090         5214136
1957.368589        25298117        23163845         2134272
1957.345719        21596778        19141988         2454790
1957.322849        16638574        17699056        -1060482
1957.299979        12007066        13437125        -1430059
1957.277109        12112792        13332569        -1219777
1957.254239        10885317        11254044         -368727
1957.231369         7318862         9368390        -2049528
1957.208499         8080025        11462919        -3382894
1957.185629        11912666        11738899          173767
1957.162759        14289599        12837898         1451701
1957.139888        11675775        10243448         1432327
1957.117018         6303735         6184959          118776
1957.094148         4542014         4802651         -260637
1957.071278         4672817         5042305         -369488
1957.048408         7646184         7237323          408861
1957.025538        10042569        11989536        -1946967
1957.002668        10448082        13240982        -2792900
1956.979798         9958272         9810258          148014
1956.956928         8384340         9468114        -1083774
1956.934058         7953825         8745132         -791307
1956.911188         6894205         5383137         1511068
1956.888318         4918096         4136428          781668
1956.865448         4991618         4486198          505420
1956.842578         7611435         6776649          834786
1956.819708         9143210         9505037         -361827
1956.796838         8750507         8616901          133606
1956.773967         9426151        11152580        -1726429
1956.751097         9560785        12634178        -3073393
1956.728227         8322776         8781099         -458323
1956.705357         5040742         4642629          398113
1956.682487         1924602         2915247         -990645
1956.659617         1428833         2254157         -825324
1956.636747         1937441         2141756         -204315
1956.613877         2733287         2611807          121480
1956.591007         5149558         4295320          854238
1956.568137         6221998         7086055         -864057
1956.545267         3791845         4957508        -1165663
1956.522397         1199872         2515413        -1315541
1956.499527          553686         1507722         -954036
1956.476657          623072         1052920         -429848
1956.453787         1083828          810807          273021
1956.430917          -15106          664202         -679308
1956.408046          -57788          566666         -624454
1956.385176          481034          497119          -16085
1956.362306          373546          444886          -71340
1956.339436          375330          404071          -28741
1956.316566         -144959          371176         -516135
1956.293696          316635          344008          -27373
1956.270826         -113161          321126         -434287
1956.247956           79929          301541         -221612
1956.225086          234424          284556          -50132
1956.202216          106887          269662         -162775
1956.179346           -1848          256480         -258328
1956.156476         -161368          244721         -406089
1956.133606          976475          234160          742315
1956.110736          231710          224621            7089
1956.087866          112889          215962         -103073
1956.064996           96354          208067         -111713
1956.042125          285585          200843           84742
1956.019255          500100          194211          305889
1955.996385         -851819          188106        -1039925
1955.973515         -124632          182473         -307105
1955.950645          474640          177265          297375
1955.927775          261314          172442           88872
1955.904905         -184105          167971         -352076
1955.882035          -27493          163822         -191315
1955.859165          474614          159969          314645
1955.836295           79599          156391          -76792
1955.813425           61530          153068          -91538
1955.790555         -269512          149984         -419496
1955.767685           -3060          147124         -150184
1955.744815           77329          144477          -67148
1955.721945         -628638          142030         -770668
1955.699075          441357          139776          301581
1955.676204          474018          137706          336312
1955.653334         -335149          135814         -470963
1955.630464         -256449          134095         -390544
1955.607594          507899          132545          375354
1955.584724         -357554          131160         -488714
1955.561854          266284          129941          136343
1955.538984         -247194          128885         -376079
1955.516114         -163230          127993         -291223
1955.493244         -141482          127267         -268749
1955.470374          -20207          126711         -146918
1955.447504          283622          126328          157294
1955.424634          -68108          126124         -194232
1955.401764          143734          126108           17626
1955.378894         -364258          126287         -490545
1955.356024         -341625          126675         -468300
1955.333154          334101          127284          206817
1955.310283         -203379          128131         -331510
1955.287413         -223888          129237         -353125
1955.264543           82365          130625          -48260
1955.241673         -195631          132324         -327955
1955.218803          147331          134368           12963
1955.195933          198714          136799           61915
1955.173063         -160814          139667         -300481
1955.150193          -15927          143033         -158960
1955.127323           42262          146971         -104709
1955.104453         -214787          151575         -366362
1955.081583           25514          156959         -131445
1955.058713           74895          163270          -88375
1955.035843          -89440          170696         -260136
1955.012973         -164927          179479         -344406
1954.990103          373184          189944          183240
1954.967233            8682          202526         -193844
1954.944362          112826          217830         -105004
1954.921492          191215          236716          -45501
1954.898622          425778          260450          165328
1954.875752         -230747          290969         -521716
1954.852882          -23817          331382         -355199
1954.830012          700884          386973          313911
1954.807142           11978          467382         -455404
1954.784272         -167354          591846         -759200
1954.761402           91693          803300         -711607
1954.738532         1179743         1211801          -32058
1954.715662          862332         2140250        -1277918
1954.692792          958895         4355533        -3396638
1954.669922         1864956         5666757        -3801801
1954.647052         4870633         3236052         1634581
1954.624182         6340974         1995120         4345854
1954.601312         3974912         1689208         2285704
1954.578441         2043424         1867930          175494
1954.555571         3845853         2574204         1271649
1954.532701         6586657         4387998         2198659
1954.509831         7070092         8664219        -1594127
1954.486961         4902360        12142717        -7240357
1954.464091         7266337        10387189        -3120852
1954.441221         8203908         8857132         -653224
1954.418351         7244760         5156449         2088311
1954.395481         8221740         3299156         4922584
1954.372611         8377849         2897478         5480371
1954.349741         9126361         3528368         5597993
1954.326871         7980527         5816637         2163890
1954.304001         7992948         9249378        -1256430
1954.281131         8342061        10639600        -2297539
1954.258261         5804276        12470354        -6666078
1954.235391         5569637         7789330        -2219693
1954.212521         6807840         3951314         2856526
1954.189650         4731166         2415486         2315680
1954.166780         2703718         1827931          875787
1954.143910         3471711         1738786         1732925
1954.121040         6013354         2194661         3818693
1954.098170         6556725         3787489         2769236
1954.075300         3430428         6043019        -2612591
1954.052430          752323         3886366        -3134043
1954.029560         1242147         1922131         -679984
1954.006690         1037061         1120037          -82976
1953.983820         1043471          754905          288566
1953.960950          488239          560097          -71858
1953.938080          344015          442760          -98745
1953.915210          558377          365579          192798
1953.892340          670399          311420          358979
1953.869470          198878          271525          -72647
1953.846600          559702          241022          318680
1953.823729          639141          217008          422133
1953.800859         -286216          197656         -483872
1953.777989          455566          181764          273802
1953.755119          819744          168508          651236
1953.732249          237088          157305           79783
1953.709379          549247          147734          401513
1953.686509          352523          139481          213042
1953.663639           49750          132309          -82559
1953.640769          489092          126033          363059
1953.617899         -226606          120510         -347116
1953.595029          -34014          115625         -149639
1953.572159          529215          111288          417927
1953.549289          -40426          107422         -147848
1953.526419          -59521          103969         -163490
1953.503549          388397          100876          287521
1953.480679           97594           98102            -508
1953.457808          261625           95612          166013
1953.434938           77345           93376          -16031
1953.412068          104286           91369           12917
1953.389198          167640           89571           78069
1953.366328         -477431           87962         -565393
1953.343458          393151           86528          306623
1953.320588         -111904           85256         -197160
1953.297718         -224898           84135         -309033
1953.274848          148727           83155           65572
1953.251978         -186686           82308         -268994
1953.229108         -425290           81589         -506879
1953.206238          475652           80991          394661
1953.183368          -89108           80511         -169619
1953.160498           91220           80146           11074
1953.137628         -161963           79892         -241855
1953.114758         -326473           79750         -406223
1953.091887         -126318           79718         -206036
1953.069017         -192722           79798         -272520
1953.046147         -609462           79990         -689452
1953.023277          228884           80297          148587
1953.000407          -24206           80722         -104928
1952.977537           42046           81270          -39224
1952.954667          176080           81946           94134
1952.931797          260504           82757          177747
1952.908927          128999           83712           45287
1952.886057         -650626           84820         -735446
1952.863187           24093           86093          -62000
1952.840317          533331           87546          445785
1952.817447           40836           89194          -48358
1952.794577         -190236           91057         -281293
1952.771707         -325430           93159         -418589
1952.748837          221223           95526          125697
1952.725966          485477           98192          387285
1952.703096         -274372          101197         -375569
1952.680226         -405587          104588         -510175
1952.657356          551451          108423          443028
1952.634486          116273          112774            3499
1952.611616         -243017          117729         -360746
1952.588746          142873          123401           19472
1952.565876          259396          129930          129466
1952.543006           87457          137500          -50043
1952.520136          328131          146349          181782
1952.497266           -9205          156799         -166004
1952.474396          -43978          169287         -213265
1952.451526           57767          184427         -126660
1952.428656          706822          203106          503716
1952.405786            7065          226654         -219589
1952.382916         -653626          257144         -910770
1952.360045           40310          297984         -257674
1952.337175          681452          355124          326328
1952.314305          556224          439793          116431
1952.291435          352106          575317         -223211
1952.268565          158366          816387         -658021
1952.245695         1504440         1311135          193305
1952.222825         3950290         2500490         1449800
1952.199955         4899234         4908630           -9396
1952.177085         3079185         4422482        -1343297
1952.154215         1481926         2358394         -876468
1952.131345          686702         1590645         -903943
1952.108475          929501         1469842         -540341
1952.085605          954886         1781618         -826732
1952.062735         1732344         2778349        -1046005
1952.039865         2741876         5200357        -2458481
1952.016995         6772727         6561146          211581
1951.994124        10080154         5957833         4122321
1951.971254         8650390         7349744         1300646
1951.948384         6550948         5938318          612630
1951.925514         6999132         6101804          897328
1951.902644         4910530         6579636        -1669106
1951.879774         1427409         4117466        -2690057
1951.856904         1159983         3221195        -2061212
1951.834034         1805027         4011694        -2206667
1951.811164         4322151         6442384        -2120233
1951.788294         7023853         6164380          859473
1951.765424         5987994         5858666          129328
1951.742554         8246642         7361220          885422
1951.719684        11079344         6037265         5042079
1951.696814         8957994         6616094         2341900
1951.673944         2975834         5549076        -2573242
1951.651074          662188         2966312        -2304124
1951.628203         1888472         1873124           15348
1951.605333          812175         1523074         -710899
1951.582463         1254444         1619638         -365194
1951.559593         1169366         2349046        -1179680
1951.536723         2943524         4379185        -1435661
1951.513853         5744851         5156147          588704
1951.490983         5014752         2691141         2323611
1951.468113         2144288         1413769          730519
1951.445243          742698          887974         -145276
1951.422373          -39184          636172         -675356
1951.399503          754919          497471          257448
1951.376633          335901          413003          -77102
1951.353763          358120          357890             230
1951.330893          248796          320263          -71467
1951.308023          869097          293893          575204
1951.285153          661429          275269          386160
1951.262282         -123418          262302         -385720
1951.239412          -11956          253703         -265659
1951.216542         -131197          248673         -379870
1951.193672          520913          246726          274187
1951.170802          149416          247600          -98184
1951.147932           24334          251209         -226875
1951.125062         -142096          257622         -399718
1951.102192          505164          267068          238096
1951.079322          310230          279960           30270
1951.056452         -212793          296957         -509750
1951.033582           59968          319061         -259093
1951.010712          504784          347801          156983
1950.987842           56041          385558         -329517
1950.964972          244974          436193         -191219
1950.942102          597552          506308           91244
1950.919232          268632          608038         -339406
1950.896361           -6351          765886         -772237
1950.873491         1212411         1035698          176713
1950.850621         1489976         1564864          -74888
1950.827751         3422771         2781671          641100
1950.804881         5278738         5151397          127341
1950.782011         4565808         5087587         -521779
1950.759141         5203689         4616120          587569
1950.736271         5046623         5976391         -929768
1950.713401         3175654         4551994        -1376340
1950.690531         2010473         3335888        -1325415
1950.667661         2001402         3713077        -1711675
1950.644791         4053797         5816492        -1762695
1950.621921         7825512         7675731          149781
